# clippershq-reports manifest — which project each report belongs to.
# Generated, do not hand-edit; regenerate after adding reports.
# class: leadgen = clipper-finder Python CLI | payments = ClippersHQ Next.js app
#        cross = governs both | ambiguous = could not determine
id	class	confidence	basis	date	superseded_by	title
BL-538	payments	1.00	auto (stack markers)	2026-07-16		BL-538 — the undo for Pause and Freeze
BL-539	payments	1.00	auto (stack markers)	2026-07-16		BL-539 — What `isOwnerOverride` has cost the owner, platform-wide
BL-540	payments	1.00	auto (stack markers)	2026-07-16		BL-540 — Apify cost audit and TikHub migration design
BL-541	payments	1.00	auto (stack markers)			BL-541 — an owner-submitted clip is now an ordinary clip
BL-542	payments	1.00	auto (stack markers)	2026-07-17		BL-542 — the money-hole hunt
BL-543	payments	1.00	auto (stack markers)	2026-07-16		BL-543 — kill the Instagram actor cascade
BL-544	payments	1.00	auto (stack markers)	2026-07-16		BL-544 — Can HikerAPI, LamaTok and TikHub replace Apify?
BL-545	payments	1.00	auto (stack markers)	2026-07-02		BL-545 — Why is HikerAPI "failing" 25.7%? And what runs submit and account connection?
BL-546	payments	1.00	auto (stack markers)			BL-546 — merge BL-543 (the ~$45/month saving) + four audit docs to main
BL-547	payments	1.00	auto (stack markers)	2026-07-16		BL-547 — Make the ledger tell the truth, then find every remaining dollar
BL-548	payments	1.00	auto (stack markers)			BL-548 — BL-541 merged to main. The shredder is off.
BL-549	payments	1.00	auto (stack markers)	2026-07-16		What is actually deployed, and why LamaTok looks dark (BL-549)
BL-550	payments	1.00	auto (stack markers)	2026-07-16		BL-550 — the 669 do not exist: HikerAPI resolves 100% of what is resolvable
BL-551	payments	1.00	auto (stack markers)	2026-07-17		BL-551: make the ledger tell the truth about who served what
BL-552	payments	1.00	auto (stack markers)	2026-07-17		BL-552 — the Apify retirement map: every surviving call site, probed
BL-553	payments	1.00	auto (stack markers)	2026-07-17		BL-553 — the ledger tells the truth, and budget_abandoned is 0
BL-554	payments	1.00	auto (stack markers)	2026-07-17		BL-554 — the gone-leak: Apify was being paid to look up DELETED posts
BL-555	payments	1.00	auto (stack markers)	2026-07-17		BL-555 — the gone-leak is on main
BL-556	payments	1.00	auto (stack markers)	2026-07-17		BL-556: restrict payouts to USDT on ERC-20 and Solana, with the $12 rule
BL-557	payments	1.00	auto (stack markers)	2026-07-17		BL-557 — clockworks is the Instagram bug wearing a TikTok label
BL-558	payments	1.00	auto (stack markers)	2026-07-17		BL-558 — the false CRON_DOWN alerts: BL-529's fix was never merged
BL-559	payments	1.00	auto (stack markers)	2026-07-17		BL-559 — the gone-verdict now fires on a definitive not-found, not a URL format
BL-560	payments	1.00	auto (stack markers)	2026-07-17		BL-560: merge BL-556 (USDT payout rule) and BL-559 (LamaTok gone-verdict) to main
BL-561	payments	1.00	auto (stack markers)			BL-561 — merge BL-538 (the Pause-and-Freeze undo) to main
BL-562	payments	1.00	auto (stack markers)	2026-07-17		BL-562 — STRAENGE owner share paid: repair to gross, then credit $173.41
BL-563	payments	1.00	auto (stack markers)	2026-07-17		BL-563 — close BL-562's gap: gamification and force-recalc now write gross behind one shared guard
BL-564	payments	1.00	auto (stack markers)			BL-564: why 114 clippers cannot verify their accounts, settled by live probe
BL-565	payments	1.00	auto (stack markers)	2026-07-03		BL-565: the lost 14-day streak, investigated end to end
BL-566	payments	1.00	auto (stack markers)			BL-566 — merge BL-529 (the cron watchdog fix) to main, finally
BL-567	payments	1.00	auto (stack markers)	2026-07-17		BL-567 — Apify residual-spend audit (READ ONLY)
BL-568	payments	1.00	auto (stack markers)	2026-07-17		BL-568: the growth engine has reached 3 people, and its dashboard shows 225,080 sends that never happened
BL-569	payments	1.00	auto (stack markers)	2026-07-17		BL-569 — ScrapeBadger: what it is, what it costs, and whether TikHub can replace it
BL-570	payments	1.00	auto (stack markers)	2026-07-17		BL-570 — somesome top-up dress rehearsal
BL-571	payments	1.00	auto (stack markers)	2026-07-17		BL-571 — the third gone-leak: diagnosed, NOT patched (and why the patch was wrong)
BL-572	payments	1.00	auto (stack markers)	2026-07-17		BL-572 — STOP at PART 0: guarding tracking.ts:2145 does NOT stop the $933.94 loss
BL-573	payments	1.00	auto (stack markers)	2026-07-18		BL-573 — fix the fake growth feed, stop the bloat, and stage ONE safe trigger
BL-575	payments	1.00	auto (stack markers)	2026-07-17		BL-575 — merge BL-562 + BL-563 (and the two docs-only STOPs) to main
BL-576	payments	1.00	auto (stack markers)	2026-07-17		BL-576 — START THE GONE COUNTER (measurement only; retired NOTHING)
BL-577	payments	1.00	auto (stack markers)	2026-07-04		BL-577 — HikerAPI Cooldown Audit (READ ONLY)
BL-578	payments	1.00	auto (stack markers)	2026-07-18		BL-578 — Merge BL-576 (START THE GONE COUNTER) into main
BL-579	payments	1.00	auto (stack markers)			BL-579 — Cheapest way to fully replace Apify, including slideshows (READ ONLY)
BL-580	payments	1.00	auto (stack markers)			BL-580 — Cut every Apify dollar that can be proven safe tonight
BL-581	payments	1.00	auto (stack markers)	2026-07-18		BL-581 — merge BL-580 to main (deploy the cooldown-immune 616 skip + slideshow shadow)
BL-582	payments	1.00	auto (stack markers)	2026-07-18		BL-582 — Apify 12h forensic: every dollar of 2026-07-18, line by line (AUDIT ONLY)
BL-583	payments	1.00	auto (stack markers)	2026-07-18		BL-583 — Complete slideshow and carousel replacement proof (READ ONLY)
BL-584	payments	1.00	auto (stack markers)	2026-07-18		BL-584 — Retire the confirmed-dead Instagram ghosts (re-verified live at the moment of retiring)
BL-585	payments	1.00	auto (stack markers)			BL-585 — Merge the two finished branches so they deploy
BL-586	payments	1.00	auto (stack markers)	2026-07-19		BL-586 — unstick the clippers who cannot verify (rebuild of the lost BL-574)
BL-587	payments	1.00	auto (stack markers)	2026-07-19		BL-587 — merge BL-586 to main (make the verification unstick live)
BL-588	payments	1.00	auto (stack markers)	2026-07-19		BL-588 — why Apify still spends after the 710-clip retirement (AUDIT ONLY)
BL-589	payments	1.00	auto (stack markers)	2026-07-19		BL-589 the Apify Instagram profile/bio calls: can they be cut to HikerAPI? Probed.
BL-590	payments	1.00	auto (stack markers)	2026-07-19		BL-590 — drive IG Apify to the floor: fix the counter, make retirement recurring
BL-591	payments	1.00	auto (stack markers)	2026-07-19		BL-591 — merge BL-590 to main (make the counter fix + auto-retirement live)
BL-592	payments	1.00	auto (stack markers)	2026-07-19		BL-592 the last 30 rounds, verified live: merged, deployed, and behaving?
BL-593	payments	1.00	auto (stack markers)			BL-593 — Register the dead-clip retirement cron so it actually fires
BL-594	payments	1.00	auto (stack markers)	2026-07-18		BL-594 — Supervised first run of the auto-retirement cron
BL-595	payments	1.00	auto (stack markers)	2026-07-20		BL-595 — Email Deliverability Emergency Audit (READ ONLY)
BL-596	payments	1.00	auto (stack markers)			BL-596 — Structured Rules + AI Pre-Check Foundation (DESIGN, build nothing)
BL-597	payments	1.00	auto (stack markers)	2026-07-20		BL-597: tighten bot detection (proportionality) and fix the screenshot reader per platform
BL-598	payments	1.00	auto (stack markers)	2026-07-20		BL-598 — Multi-Clip, Multi-Platform Batch Submission (DESIGN ONLY, TEST CLIPPERS ONLY)
BL-599	payments	1.00	auto (stack markers)	2026-07-20		BL-599: peer-relative bot-detection RANK, active from zero views
BL-600	payments	1.00	auto (stack markers)	2026-06-25		BL-600: does slideshow and carousel view-counting work end to end, live, without Apify
BL-601	payments	1.00	auto (stack markers)	2026-07-20		BL-601 — Verification of the BL-598 Multi-Clip Batch Design (READ ONLY)
BL-602	payments	1.00	auto (stack markers)	2026-07-20		BL-602 — Structured-Rules Foundation (rulesJson + shadow free checks)
BL-603	payments	1.00	auto (stack markers)	2026-07-20		BL-603 — Merge BL-599 + BL-602 to main (merge only)
BL-604	payments	1.00	auto (stack markers)	2026-07-20		BL-604 — Slideshow + Carousel Live Proof on the Owner's Six Posts (READ ONLY)
BL-605	payments	1.00	auto (stack markers)	2026-07-20		BL-605 — Fix the two slideshow/carousel null-vs-0 bugs (BL-604)
BL-606	payments	1.00	auto (stack markers)	2026-07-20		BL-606 — Multi-Clip Multi-Platform Batch Submit (TEST CLIPPERS ONLY)
BL-607	payments	1.00	auto (stack markers)	2026-07-20		BL-607 — Merge BL-605 to main (slideshow/carousel null-vs-0 fixes)
BL-608	payments	1.00	auto (stack markers)	2026-07-20		BL-608 — Final Apify Forensic: why Instagram still hits Apify, and the kill plan (READ ONLY)
BL-609	payments	1.00	auto (stack markers)			BL-609 — Merge BL-606 (multi-clip multi-platform batch submit for test clippers)
BL-610	payments	1.00	auto (stack markers)	2026-07-21		BL-610 — Stop live IG clips spilling to paid Apify
BL-611	payments	1.00	auto (stack markers)	2026-07-21		BL-611 — Can Apify be hard-cut to zero without breaking anything?
BL-612	payments	1.00	auto (stack markers)	2026-07-21		BL-612 — account verification fully off Apify (Instagram via HikerAPI, TikTok via LamaTok)
BL-613	payments	1.00	auto (stack markers)	2026-07-22		BL-613 — Merge BL-612: account verification fully OFF Apify (the earning gate)
BL-614	payments	1.00	auto (stack markers)	2026-07-22		BL-614 — Supervised Apify cutover watch (live, read-only)
BL-615	payments	1.00	auto (stack markers)	2026-07-22		BL-615 — multiposting made visible, correct, and forgiving
BL-616	payments	1.00	auto (stack markers)			BL-616 — Merge BL-615: multiposting visible, correct, and forgiving
BL-617	payments	1.00	auto (stack markers)	2026-07-22		BL-617 — Whole-site health and money-flow check, end to end, on live data
BL-618	payments	1.00	auto (stack markers)	2026-07-22		BL-618 — multiposting was invisible; diagnosed, then opened to every clipper
BL-619	payments	1.00	auto (stack markers)			BL-619 — Merge BL-618: multiposting opened to every clipper
BL-620	payments	1.00	auto (stack markers)	2026-07-22		BL-620 — multiposting moved into the "Submit a clip" modal
BL-621	payments	1.00	auto (stack markers)			BL-621 — Merge BL-620: multiposting moved into the "Submit a clip" modal
BL-622	payments	1.00	auto (stack markers)	2026-07-22		BL-622 — the multi-clip submit UI, redesigned
BL-623	payments	1.00	auto (stack markers)			BL-623 — Merge BL-622: multi-clip submit UI redesign
BL-624	payments	0.45	auto (stack markers)	2026-07-22		BL-624 — is account verification still healthy after the Apify cutover?
BL-625	payments	1.00	auto (stack markers)	2026-07-22		BL-625 — the campaign money calculator
BL-626	payments	1.00	auto (stack markers)			BL-626 — Merge BL-625: the campaign money calculator
BL-627	payments	1.00	auto (stack markers)	2026-07-22		BL-627 — Budget Endgame + Overpayment Audit (READ ONLY)
BL-628	payments	1.00	auto (stack markers)	2026-07-22		SCALE CEILING — where Clippers HQ breaks first (BL-628)
BL-629	payments	1.00	auto (stack markers)	2026-07-22		CLIPS_PER_TICK safety — is it safe to raise 30 to ~120? (BL-629)
BL-630	payments	1.00	auto (stack markers)	2026-07-22		BL-630 — the ghost fee, given a runtime existence
BL-631	payments	1.00	auto (stack markers)	2026-07-22		BL-631 — Merge BL-630: persist the platform fee, derive the clipper pool cap from real money
BL-632	payments	1.00	auto (stack markers)	2026-07-22		BL-632 — daily submission counter counts UP (used), not DOWN (left)
BL-633	payments	1.00	auto (stack markers)	2026-07-23		CLIPS_PER_TICK: which service reads it, and what production really uses (BL-633)
BL-634	payments	1.00	auto (stack markers)	2026-07-23		CLIPS_PER_TICK 30 to 60: health verification (BL-634)
BL-635	payments	1.00	auto (stack markers)	2026-07-23		BL-635 — Is the campaign money model complete, to the cent?
BL-636	payments	1.00	auto (stack markers)	2026-07-11		BL-636 — Analytics Screenshot Reader: Audit (READ ONLY)
BL-637	payments	1.00	auto (stack markers)			BL-637 — Merge BL-632: daily submission counter counts UP as used
BL-638	payments	1.00	auto (stack markers)	2026-07-23		BL-638 — somesome forensic: did money move, or is the screen showing a different number?
BL-639	payments	1.00	auto (stack markers)	2026-07-23		BL-639 — how fast is Clippers HQ on a cheap phone on a bad connection?
BL-640	payments	1.00	auto (stack markers)	2026-07-23		BL-640 — Can a clipper see or take anything that is not theirs?
BL-641	payments	0.87	auto (stack markers)	2026-07-23		BL-641 — somesome is finished, and every clipper sees $9,750.00 of $9,750.00
BL-642	payments	1.00	auto (stack markers)	2026-07-23		BL-642 — Can /api/campaigns/spend be made fast without breaking anything?
BL-643	payments	1.00	auto (stack markers)	2026-07-23		BL-643 — can the 269 KB /earnings page be made light without breaking anything?
BL-644	payments	0.85	auto (stack markers)	2026-07-23		BL-644 — The "fully spent" display rule, explained and judged
BL-645	payments	1.00	auto (stack markers)	2026-07-23		BL-645 — merge round for BL-641: NOTHING TO MERGE. It was already on main.
BL-646	payments	1.00	auto (stack markers)	2026-07-23		BL-646 — merge BL-643. It is a DOCUMENT, not a code change. The 110.8 KB saving does not land.
BL-647	payments	1.00	auto (stack markers)	2026-07-23		BL-647 — The black screen before the splash: cause and fix
BL-648	payments	1.00	auto (stack markers)	2026-07-24		BL-648 — The black launch screen is dead, and the 110.8 KB finally shipped
BL-649	payments	1.00	auto (stack markers)	2026-07-24		BL-649 — Merge BL-648 to main (iOS launch images + recharts defer)
BL-650	payments	1.00	auto (stack markers)	2026-07-24		BL-650 — the analytics-screenshot reader, rebuilt so a misread cannot accuse anyone
BL-651	payments	1.00	auto (stack markers)	2026-07-24		BL-651 — Completed campaigns row: scrollable, faded, with desktop arrows
BL-652	payments	1.00	auto (stack markers)	2026-07-24		BL-652 — Designing the three pre-growth security fixes, de-risked before any build
BL-653	payments	1.00	auto (stack markers)	2026-07-24		BL-653 — merge BL-650 and BL-651 to main (both were pushed but not landed)
BL-654	payments	1.00	auto (stack markers)	2026-07-24		BL-654 — who is actually calling the crons? Vercel or Railway?
BL-655	payments	1.00	auto (stack markers)	2026-07-24		BL-655 — The money 24 clippers can see but cannot withdraw
BL-656	payments	1.00	auto (stack markers)	2026-07-24		BL-656 — Two questions: the wallet backfill, and the auto-reject shadow
BL-657	payments	1.00	auto (stack markers)	2026-07-24		BL-657 — The $390.50: money already reserved, or money we would be creating?
BL-658	payments	1.00	auto (stack markers)	2026-07-24		BL-658 — remove the x-vercel-cron header auth (now dead code)
BL-659	payments	1.00	auto (stack markers)	2026-07-24		BL-659 — The auto-reject shadow now persists, so it can finally be measured
BL-660	payments	1.00	auto (stack markers)	2026-07-24		BL-660 — Merge BL-658 (cron auth) + BL-659 (shadow persistence) to main
BL-661	payments	1.00	auto (stack markers)	2026-07-24		BL-661 — The $390.60, itemised: every clipper, every campaign, the clips behind it
